fuente,codigo_comuna,nombre_comuna_base,nombre_fuente,nombre_normalizado,tipo_diferencia,requiere_homologacion_manual,observacion,llave_principal_proyecto
C,5801,,Quilpué,QUILPUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,5802,,Limache,LIMACHE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,5803,,Olmué,OLMUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,5804,,Villa Alemana,VILLA ALEMANA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6101,,Rancagua,RANCAGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6102,,Codegua,CODEGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6103,,Coinco,COINCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6104,,Coltauco,COLTAUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6105,,Doñihue,DONIHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6106,,Graneros,GRANEROS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6107,,Las Cabras,LAS CABRAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6108,,Machalí,MACHALI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6109,,Malloa,MALLOA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6110,,Mostazal,MOSTAZAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6111,,Olivar,OLIVAR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6112,,Peumo,PEUMO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6113,,Pichidegua,PICHIDEGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6114,,Quinta De Tilcoco,QUINTA DE TILCOCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6115,,Rengo,RENGO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6116,,Requínoa,REQUINOA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6117,,San Vicente,SAN VICENTE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6201,,Pichilemu,PICHILEMU,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6202,,La Estrella,LA ESTRELLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6203,,Litueche,LITUECHE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6204,,Marchihue,MARCHIHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6205,,Navidad,NAVIDAD,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6206,,Paredones,PAREDONES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6301,,San Fernando,SAN FERNANDO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6302,,Chépica,CHEPICA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6303,,Chimbarongo,CHIMBARONGO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6304,,Lolol,LOLOL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6305,,Nancagua,NANCAGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6306,,Palmilla,PALMILLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6307,,Peralillo,PERALILLO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6308,,Placilla,PLACILLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6309,,Pumanque,PUMANQUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,6310,,Santa Cruz,SANTA CRUZ,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7101,,Talca,TALCA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7102,,Constitución,CONSTITUCION,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7103,,Curepto,CUREPTO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7104,,Empedrado,EMPEDRADO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7105,,Maule,MAULE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7106,,Pelarco,PELARCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7107,,Pencahue,PENCAHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7108,,Río Claro,RIO CLARO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7109,,San Clemente,SAN CLEMENTE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7110,,San Rafael,SAN RAFAEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7201,,Cauquenes,CAUQUENES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7202,,Chanco,CHANCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7203,,Pelluhue,PELLUHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7301,,Curicó,CURICO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7302,,Hualañé,HUALANE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7303,,Licantén,LICANTEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7304,,Molina,MOLINA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7305,,Rauco,RAUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7306,,Romeral,ROMERAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7307,,Sagrada Familia,SAGRADA FAMILIA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7308,,Teno,TENO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7309,,Vichuquén,VICHUQUEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7401,,Linares,LINARES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7402,,Colbún,COLBUN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7403,,Longaví,LONGAVI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7404,,Parral,PARRAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7405,,Retiro,RETIRO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7406,,San Javier,SAN JAVIER,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7407,,Villa Alegre,VILLA ALEGRE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,7408,,Yerbas Buenas,YERBAS BUENAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8101,,Concepción,CONCEPCION,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8102,,Coronel,CORONEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8103,,Chiguayante,CHIGUAYANTE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8104,,Florida,FLORIDA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8105,,Hualqui,HUALQUI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8106,,Lota,LOTA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8107,,Penco,PENCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8108,,San Pedro De La Paz,SAN PEDRO DE LA PAZ,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8109,,Santa Juana,SANTA JUANA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8110,,Talcahuano,TALCAHUANO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8111,,Tomé,TOME,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8112,,Hualpén,HUALPEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8201,,Lebu,LEBU,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8202,,Arauco,ARAUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8203,,Cañete,CANETE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8204,,Contulmo,CONTULMO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8205,,Curanilahue,CURANILAHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8206,,Los Álamos,LOS ALAMOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8207,,Tirúa,TIRUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8301,,Los Ángeles,LOS ANGELES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8302,,Antuco,ANTUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8303,,Cabrero,CABRERO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8304,,Laja,LAJA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8305,,Mulchén,MULCHEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8306,,Nacimiento,NACIMIENTO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8307,,Negrete,NEGRETE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8308,,Quilaco,QUILACO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8309,,Quilleco,QUILLECO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8310,,San Rosendo,SAN ROSENDO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8311,,Santa Bárbara,SANTA BARBARA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8312,,Tucapel,TUCAPEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8313,,Yumbel,YUMBEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,8314,,Alto Biobío,ALTO BIOBIO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9101,,Temuco,TEMUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9102,,Carahue,CARAHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9103,,Cunco,CUNCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9104,,Curarrehue,CURARREHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9105,,Freire,FREIRE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9106,,Galvarino,GALVARINO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9107,,Gorbea,GORBEA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9108,,Lautaro,LAUTARO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9109,,Loncoche,LONCOCHE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9110,,Melipeuco,MELIPEUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9111,,Nueva Imperial,NUEVA IMPERIAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9112,,Padre Las Casas,PADRE LAS CASAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9113,,Perquenco,PERQUENCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9114,,Pitrufquén,PITRUFQUEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9115,,Pucón,PUCON,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9116,,Saavedra,SAAVEDRA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9117,,Teodoro Schmidt,TEODORO SCHMIDT,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9118,,Toltén,TOLTEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9119,,Vilcún,VILCUN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9120,,Villarrica,VILLARRICA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9121,,Cholchol,CHOLCHOL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9201,,Angol,ANGOL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9202,,Collipulli,COLLIPULLI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9203,,Curacautín,CURACAUTIN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9204,,Ercilla,ERCILLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9205,,Lonquimay,LONQUIMAY,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9206,,Los Sauces,LOS SAUCES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9207,,Lumaco,LUMACO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9208,,Purén,PUREN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9209,,Renaico,RENAICO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9210,,Traiguén,TRAIGUEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,9211,,Victoria,VICTORIA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10101,,Puerto Montt,PUERTO MONTT,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10102,,Calbuco,CALBUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10103,,Cochamó,COCHAMO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10104,,Fresia,FRESIA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10105,,Frutillar,FRUTILLAR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10106,,Los Muermos,LOS MUERMOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10107,,Llanquihue,LLANQUIHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10108,,Maullín,MAULLIN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10109,,Puerto Varas,PUERTO VARAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10201,,Castro,CASTRO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10202,,Ancud,ANCUD,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10203,,Chonchi,CHONCHI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10204,,Curaco De Vélez,CURACO DE VELEZ,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10205,,Dalcahue,DALCAHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10206,,Puqueldón,PUQUELDON,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10207,,Queilén,QUEILEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10208,,Quellón,QUELLON,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10209,,Quemchi,QUEMCHI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10210,,Quinchao,QUINCHAO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10301,,Osorno,OSORNO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10302,,Puerto Octay,PUERTO OCTAY,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10303,,Purranque,PURRANQUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10304,,Puyehue,PUYEHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10305,,Río Negro,RIO NEGRO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10306,,San Juan De La Costa,SAN JUAN DE LA COSTA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10307,,San Pablo,SAN PABLO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10401,,Chaitén,CHAITEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10402,,Futaleufú,FUTALEUFU,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10403,,Hualaihué,HUALAIHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,10404,,Palena,PALENA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11101,,Coyhaique,COYHAIQUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11102,,Lago Verde,LAGO VERDE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11201,,Aysén,AYSEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11202,,Cisnes,CISNES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11203,,Guaitecas,GUAITECAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11301,,Cochrane,COCHRANE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11302,,O’higgins,OHIGGINS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11303,,Tortel,TORTEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11401,,Chile Chico,CHILE CHICO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,11402,,Río Ibáñez,RIO IBANEZ,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12101,,Punta Arenas,PUNTA ARENAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12102,,Laguna Blanca,LAGUNA BLANCA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12103,,Río Verde,RIO VERDE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12104,,San Gregorio,SAN GREGORIO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12201,,Cabo De Hornos,CABO DE HORNOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12301,,Porvenir,PORVENIR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12302,,Primavera,PRIMAVERA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12303,,Timaukel,TIMAUKEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12401,,Natales,NATALES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,12402,,Torres Del Paine,TORRES DEL PAINE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13101,SANTIAGO,Santiago,SANTIAGO,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13102,CERRILLOS,Cerrillos,CERRILLOS,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13103,CERRO NAVIA,Cerro Navia,CERRO NAVIA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13104,CONCHALI,Conchalí,CONCHALI,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
